ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,num_events,num_abertura,num_updates,num_encerramento,target_category
2811,2025-02-03T04:27:00,6773,Operações,Campinas,RJ,Notebook,Android,Chrome,5G,1,24,10,O usuário não consegue imprimir devido a superaquece.,O usuário não consegue imprimir devido a superaquece.,images/default_hr.png,612,408,Baixa,Em andamento,Aplicações,1,-0.976,6,0,-29.613939,-53.001345,0,0,0,0,RH
960,2025-01-12T08:00:00,4143,Financeiro,Curitiba,PR,Desktop,iOS,Safari,5G,21,12,33,O memória não responde e exibe tela preta.,O memória não responde e exibe tela preta.,images/default_hardware.png,612,407,Alta,Aberto,N1,0,0.662,5,2,-32.195928,-51.308816,0,0,0,0,Hardware
1912,2025-01-23T13:44:00,9606,TI,Santos,BA,Notebook,Windows,Safari,Cabo,28,48,67,O notebook não responde e exibe ruído.,O notebook não responde e exibe ruído.,images/default_hardware.png,612,407,Crítica,Fechado,Infra,0,0.401,6,1,-27.038549,-46.945016,0,0,0,0,Hardware
2918,2025-02-04T10:46:00,1304,Financeiro,Curitiba,BA,Desktop,Android,Chrome,5G,21,24,67,O cooler apresenta não liga e perda de dados.,O cooler apresenta não liga e perda de dados.,images/cooler.png,500,750,Baixa,Aberto,N2,1,0.843,6,3,-22.963671,-44.428821,0,0,0,0,Hardware
2721,2025-02-02T02:57:00,2877,RH,Santos,RS,Notebook,Linux,Edge,Cabo,17,24,60,O notebook apresenta superaquece e tela preta.,O notebook apresenta superaquece e tela preta.,images/default_hardware.png,612,407,Baixa,Aberto,Aplicações,1,0.65,5,3,-23.855195,-46.293365,0,0,0,0,Hardware
4780,2025-02-26T10:20:00,3146,Operações,Campinas,MG,Mobile,Windows,Edge,WiFi,39,8,53,Falha no sistema financeiro: não funciona ao salvar arquivo.,Falha no sistema financeiro: não funciona ao salvar arquivo.,images/finance_report.png,738,414,Crítica,Aberto,N2,0,-0.379,4,1,-23.680708,-49.705617,0,0,0,0,Financeiro
4576,2025-02-24T00:32:00,4203,Operações,Curitiba,MG,Notebook,iOS,Edge,WiFi,7,12,68,O usuário relatou que o SSD emite beep durante o inicializaç...,O usuário relatou que o SSD emite beep durante o inicialização.,images/hard_drive.png,500,334,Média,Fechado,N1,1,0.224,6,0,-30.859033,-50.688305,0,0,0,0,Hardware
1709,2025-01-21T04:13:00,2733,Financeiro,Belo Horizonte,SP,Notebook,Windows,Firefox,Cabo,29,24,22,Falha no portal do funcionário ao tentar fazer login.,Falha no portal do funcionário ao tentar fazer login.,images/login.png,500,333,Crítica,Fechado,N1,1,-0.494,5,2,-28.671329,-46.260363,0,0,0,0,RH
3707,2025-02-13T18:19:00,7073,TI,Curitiba,MG,Notebook,Linux,Firefox,4G,38,12,53,Problema de hardware: o cooler não liga inesperadamente.,Problema de hardware: o cooler não liga inesperadamente.,images/cooler.png,500,750,Alta,Aberto,N1,0,0.034,6,2,-27.26022,-43.871433,0,0,0,0,Hardware
3125,2025-02-06T21:25:00,8259,RH,Santos,RS,Notebook,Android,Edge,WiFi,35,48,72,Erro no sistema de RH: emite beep ao abrir documento.,Erro no sistema de RH: emite beep ao abrir documento.,images/default_hr.png,612,408,Alta,Aberto,Aplicações,0,-0.865,7,1,-33.504955,-44.556991,0,0,0,0,RH
3032,2025-02-05T19:04:00,2710,TI,Campinas,SP,Notebook,Linux,Safari,5G,5,48,52,Falha no sistema financeiro: desliga ao gerar relatório.,Falha no sistema financeiro: desliga ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,Aplicações,1,0.574,4,3,-28.085396,-49.330466,0,0,0,0,Financeiro
2,2025-01-01T00:34:00,6574,Financeiro,Campinas,RJ,Notebook,Windows,Chrome,5G,6,12,45,Falha no sistema de folha ao tentar gerar relatório.,Falha no sistema de folha ao tentar gerar relatório.,images/payroll.png,612,408,Crítica,Fechado,Aplicações,0,0.946,6,3,-32.941078,-50.197535,0,0,0,0,RH
4242,2025-02-20T01:54:00,6339,Operações,Curitiba,SP,Notebook,Linux,Safari,WiFi,3,12,55,Falha de rede: tela azul ao tentar abrir documento.,Falha de rede: tela azul ao tentar abrir documento.,images/network.png,500,342,Média,Aberto,Aplicações,1,0.096,3,1,-26.922736,-44.08814,0,0,0,0,Rede
2837,2025-02-03T11:49:00,5757,Financeiro,Campinas,RJ,Mobile,Android,Chrome,4G,5,8,51,Problema de conectividade: não funciona durante salvar arqui...,Problema de conectividade: não funciona durante salvar arquivo.,images/default_network.png,500,333,Alta,Em andamento,Infra,1,0.714,6,1,-31.499218,-51.221235,0,0,0,0,Rede
2548,2025-01-31T01:56:00,6411,Financeiro,Curitiba,PR,Notebook,Linux,Firefox,5G,28,24,67,Falha no sistema financeiro: não liga ao fazer login.,Falha no sistema financeiro: não liga ao fazer login.,images/login.png,500,333,Média,Em andamento,Infra,0,-0.186,6,0,-29.432783,-51.30792,0,0,0,0,Financeiro
2489,2025-01-30T09:13:00,6508,RH,Santos,BA,Desktop,Linux,Edge,WiFi,11,4,70,O usuário relatou que o teclado não liga durante o execução ...,O usuário relatou que o teclado não liga durante o execução de tarefa.,images/keyboard.png,500,375,Alta,Em andamento,N1,0,-0.062,6,0,-27.337494,-50.089282,0,0,0,0,Hardware
2064,2025-01-25T08:48:00,7516,Financeiro,Belo Horizonte,PR,Mobile,iOS,Firefox,Cabo,12,8,38,O módulo financeiro reinicia sozinho ao abrir documento.,O módulo financeiro reinicia sozinho ao abrir documento.,images/finance_report.png,738,414,Baixa,Em andamento,N2,0,-0.877,6,1,-26.276814,-47.415877,0,0,0,0,Financeiro
557,2025-01-07T13:49:00,7144,TI,São Paulo,SP,Mobile,Android,Edge,4G,28,12,15,O aplicativo FTP fecha inesperadamente quando executar consu...,O aplicativo FTP fecha inesperadamente quando executar consulta.,images/browser.png,500,333,Alta,Fechado,N1,1,0.954,4,3,-24.815013,-44.447889,0,0,0,0,Software
3834,2025-02-15T06:18:00,5750,RH,Curitiba,PR,Notebook,Android,Edge,Cabo,3,48,69,"Rede instável, congela ao acessar banco de dados.","Rede instável, congela ao acessar banco de dados.",images/network.png,500,342,Crítica,Em andamento,Infra,1,0.918,4,0,-29.01009,-48.201715,0,0,0,0,Rede
1620,2025-01-20T03:00:00,8479,RH,Santos,PR,Mobile,Windows,Chrome,WiFi,6,48,11,O Sistema ERP apresenta tela piscando e não exportar dados.,O Sistema ERP apresenta tela piscando e não exportar dados.,images/sap_erp.png,612,344,Baixa,Em andamento,N2,0,0.878,7,2,-28.027369,-50.553931,0,0,0,0,Software
1473,2025-01-18T09:21:00,2428,Financeiro,Santos,RJ,Notebook,iOS,Edge,4G,30,48,27,Problema de hardware: o computador reinicia sozinho inespera...,Problema de hardware: o computador reinicia sozinho inesperadamente.,images/default_hardware.png,612,407,Crítica,Em andamento,N2,1,-0.937,3,3,-33.483973,-49.105472,0,0,0,0,Hardware
394,2025-01-05T15:38:00,7169,RH,Campinas,SP,Desktop,Android,Safari,Cabo,3,4,66,Falha no portal do funcionário ao tentar fazer login.,Falha no portal do funcionário ao tentar fazer login.,images/login.png,500,333,Média,Aberto,Aplicações,0,-0.932,6,1,-29.476572,-50.103373,0,0,0,0,RH
674,2025-01-08T22:58:00,4919,RH,Curitiba,PR,Desktop,Android,Firefox,5G,2,12,21,O acesso à internet falha com emite beep.,O acesso à internet falha com emite beep.,images/default_network.png,500,333,Alta,Em andamento,N1,0,-0.937,5,2,-29.553806,-45.056064,0,0,0,0,Rede
3421,2025-02-10T09:17:00,5715,Operações,Santos,MG,Notebook,iOS,Chrome,5G,21,12,38,Erro de conexão no Sistema de Notas Fiscais durante a fazer ...,Erro de conexão no Sistema de Notas Fiscais durante a fazer login.,images/login.png,500,333,Crítica,Fechado,N2,0,-0.518,5,2,-33.470947,-51.904644,0,0,0,0,Software
1815,2025-01-22T10:15:00,8455,Operações,São Paulo,RJ,Notebook,iOS,Safari,4G,27,12,2,Erro no sistema de RH: reinicia sozinho ao fazer login.,Erro no sistema de RH: reinicia sozinho ao fazer login.,images/login.png,500,333,Baixa,Fechado,N1,1,-0.418,6,1,-25.285504,-45.944296,0,0,0,0,RH
1856,2025-01-22T21:52:00,2547,Financeiro,Curitiba,MG,Mobile,Android,Chrome,WiFi,9,4,25,Erro no SAP durante exportar dados.,Erro no SAP durante exportar dados.,images/sap_erp.png,612,344,Crítica,Em andamento,Aplicações,1,0.36,6,2,-32.119405,-47.417814,0,0,0,0,Financeiro
3948,2025-02-16T14:36:00,6687,TI,São Paulo,PR,Mobile,Linux,Firefox,WiFi,36,24,32,O usuário relatou que o fonte superaquece durante o acesso à...,O usuário relatou que o fonte superaquece durante o acesso à rede.,images/power_supply.png,500,375,Crítica,Fechado,Aplicações,0,0.247,5,3,-28.981605,-52.593733,0,0,0,0,Hardware
2182,2025-01-26T18:14:00,9425,TI,Curitiba,BA,Desktop,Android,Edge,Cabo,6,12,42,O módulo financeiro fica lento ao fazer login.,O módulo financeiro fica lento ao fazer login.,images/login.png,500,333,Baixa,Em andamento,N1,0,-0.566,5,3,-32.590328,-50.891936,0,0,0,0,Financeiro
3691,2025-02-13T13:47:00,6523,Financeiro,São Paulo,RJ,Desktop,Linux,Safari,Cabo,18,24,43,Falha de rede: ruído ao tentar enviar email.,Falha de rede: ruído ao tentar enviar email.,images/email.png,500,333,Baixa,Em andamento,Aplicações,0,-0.674,6,2,-29.335446,-46.238679,0,0,0,0,Rede
3490,2025-02-11T04:50:00,3793,TI,Belo Horizonte,RJ,Desktop,Android,Chrome,5G,32,48,66,O sistema de folha apresenta perda de dados durante abrir do...,O sistema de folha apresenta perda de dados durante abrir documento.,images/payroll.png,612,408,Alta,Aberto,Infra,1,-0.604,5,3,-28.399299,-47.735955,0,0,0,0,RH
2450,2025-01-29T22:10:00,1530,Financeiro,São Paulo,RJ,Notebook,iOS,Chrome,WiFi,30,8,38,Erro no Sistema de tesouraria durante imprimir.,Erro no Sistema de tesouraria durante imprimir.,images/finance_report.png,738,414,Crítica,Fechado,Infra,0,-0.442,6,2,-29.830065,-49.856145,0,0,0,0,Financeiro
808,2025-01-10T12:56:00,7091,TI,Belo Horizonte,RJ,Notebook,Windows,Chrome,4G,11,24,11,Problema de hardware: o fonte reinicia sozinho inesperadamen...,Problema de hardware: o fonte reinicia sozinho inesperadamente.,images/power_supply.png,500,375,Baixa,Aberto,Aplicações,0,0.642,7,1,-31.624256,-52.775002,0,0,0,0,Hardware
2479,2025-01-30T06:23:00,9356,TI,Campinas,PR,Mobile,Windows,Chrome,5G,40,48,49,"Rede instável, apresenta erro ao acessar aplicação web.","Rede instável, apresenta erro ao acessar aplicação web.",images/network.png,500,342,Crítica,Aberto,N1,1,-0.92,3,1,-33.550626,-46.887853,0,0,0,0,Rede
4772,2025-02-26T08:04:00,9512,Operações,Campinas,RS,Notebook,Windows,Edge,WiFi,27,4,20,Falha de autenticação ao tentar exportar dados.,Falha de autenticação ao tentar exportar dados.,images/login.png,500,333,Crítica,Em andamento,N2,1,0.855,6,1,-23.875551,-52.880391,0,0,0,0,Acesso
621,2025-01-08T07:57:00,5468,Financeiro,Curitiba,MG,Mobile,Linux,Firefox,WiFi,18,4,25,O Sistema de tesouraria exibe perda de dados ao gerar relató...,O Sistema de tesouraria exibe perda de dados ao gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,0,-0.404,4,1,-32.22975,-52.849691,0,0,0,0,Financeiro
1655,2025-01-20T12:55:00,7807,RH,Curitiba,PR,Notebook,iOS,Safari,Cabo,26,12,59,Problema de hardware: o cooler apresenta erro inesperadament...,Problema de hardware: o cooler apresenta erro inesperadamente.,images/cooler.png,500,750,Média,Em andamento,Infra,1,-0.338,6,0,-31.532502,-44.194808,0,0,0,0,Hardware
2412,2025-01-29T11:24:00,7390,RH,Campinas,RJ,Mobile,iOS,Edge,4G,21,24,19,O módulo financeiro emite beep ao gerar relatório.,O módulo financeiro emite beep ao gerar relatório.,images/finance_report.png,738,414,Alta,Fechado,N2,1,-0.893,7,1,-30.972312,-50.141312,0,0,0,0,Financeiro
1362,2025-01-17T01:54:00,5506,Financeiro,Belo Horizonte,RS,Desktop,Windows,Firefox,4G,32,24,22,O módulo financeiro congela ao executar consulta.,O módulo financeiro congela ao executar consulta.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.489,5,2,-33.50778,-46.989694,0,0,0,0,Financeiro
4085,2025-02-18T05:25:00,2667,Financeiro,Curitiba,RS,Notebook,iOS,Chrome,Cabo,39,12,4,O aplicativo CRM fecha inesperadamente quando abrir document...,O aplicativo CRM fecha inesperadamente quando abrir documento.,images/browser.png,500,333,Alta,Em andamento,N2,0,-0.152,7,2,-23.745837,-47.982916,0,0,0,0,Software
4558,2025-02-23T19:26:00,3338,Operações,Campinas,BA,Mobile,Windows,Safari,Cabo,18,4,57,Falha no sistema de ponto ao tentar gerar relatório.,Falha no sistema de ponto ao tentar gerar relatório.,images/payroll.png,612,408,Crítica,Aberto,N2,1,-0.934,5,1,-23.319661,-45.910697,0,0,0,0,RH
1106,2025-01-14T01:22:00,6367,Financeiro,Santos,PR,Notebook,Windows,Safari,Cabo,31,48,49,O usuário não consegue imprimir devido a fica lento.,O usuário não consegue imprimir devido a fica lento.,images/default_access.png,191,165,Baixa,Em andamento,N2,1,-0.096,3,1,-22.935432,-50.99234,0,0,0,0,Acesso
3733,2025-02-14T01:41:00,3671,TI,Santos,PR,Notebook,iOS,Edge,5G,18,48,32,O Sistema de tesouraria exibe tela piscando ao gerar relatór...,O Sistema de tesouraria exibe tela piscando ao gerar relatório.,images/finance_report.png,738,414,Crítica,Aberto,Aplicações,1,0.596,6,3,-30.99967,-48.211328,0,0,0,0,Financeiro
4369,2025-02-21T13:53:00,2042,Financeiro,Curitiba,PR,Desktop,iOS,Safari,4G,22,8,50,O aplicativo Email fecha inesperadamente quando abrir docume...,O aplicativo Email fecha inesperadamente quando abrir documento.,images/email.png,500,333,Média,Em andamento,Aplicações,0,0.795,6,3,-29.111613,-45.894853,0,0,0,0,Software
62,2025-01-01T17:34:00,5634,RH,Curitiba,MG,Mobile,Windows,Edge,WiFi,21,4,72,O acesso à internet falha com não funciona.,O acesso à internet falha com não funciona.,images/default_network.png,500,333,Alta,Em andamento,N2,1,-0.837,6,1,-23.807464,-50.028706,0,0,0,0,Rede
2453,2025-01-29T23:01:00,4407,Financeiro,São Paulo,MG,Notebook,Linux,Edge,4G,35,24,36,O usuário relata mensagem de erro ao tentar acessar sistema ...,O usuário relata mensagem de erro ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Baixa,Aberto,Infra,0,0.141,4,2,-31.65995,-49.623505,0,0,0,0,Acesso
688,2025-01-09T02:56:00,6640,Operações,Curitiba,RS,Notebook,Android,Edge,Cabo,39,4,54,Erro de compilação no Sistema de Notas Fiscais durante a imp...,Erro de compilação no Sistema de Notas Fiscais durante a imprimir.,images/default_software.png,612,344,Alta,Aberto,N1,1,0.181,5,2,-26.26483,-47.391501,0,0,0,0,Software
364,2025-01-05T07:08:00,7867,RH,Curitiba,BA,Mobile,Android,Edge,WiFi,36,4,18,O acesso à banco de dados falha com falha.,O acesso à banco de dados falha com falha.,images/server.png,500,333,Média,Fechado,Aplicações,1,-0.592,6,3,-33.105569,-49.274305,0,0,0,0,Rede
4028,2025-02-17T13:16:00,7198,RH,Curitiba,RS,Mobile,Android,Safari,WiFi,7,8,25,Erro de runtime no SAP durante a gerar relatório.,Erro de runtime no SAP durante a gerar relatório.,images/sap_erp.png,612,344,Alta,Aberto,N1,0,0.575,6,1,-31.466025,-49.798348,0,0,0,0,Software
3795,2025-02-14T19:15:00,3850,TI,Campinas,SP,Mobile,Windows,Edge,5G,7,24,45,O sistema de folha não está emite beep para enviar email.,O sistema de folha não está emite beep para enviar email.,images/email.png,500,333,Alta,Em andamento,N2,1,0.281,6,2,-27.69426,-44.311691,0,0,0,0,RH
4525,2025-02-23T10:05:00,7462,Financeiro,Curitiba,BA,Notebook,Android,Firefox,WiFi,19,24,48,O sistema de folha não está apresenta erro para fazer login.,O sistema de folha não está apresenta erro para fazer login.,images/login.png,500,333,Alta,Aberto,Infra,0,0.151,5,1,-29.478518,-46.772275,0,0,0,0,RH
1042,2025-01-13T07:14:00,7471,TI,São Paulo,RS,Desktop,Linux,Safari,WiFi,24,24,17,Falha no FTP: não liga ao tentar fazer login.,Falha no FTP: não liga ao tentar fazer login.,images/browser.png,500,333,Média,Em andamento,Infra,1,0.802,4,3,-26.340216,-49.077115,0,0,0,0,Software
3280,2025-02-08T17:20:00,2164,Financeiro,Curitiba,PR,Notebook,Linux,Firefox,5G,22,48,17,O aplicativo Email fecha inesperadamente quando enviar email...,O aplicativo Email fecha inesperadamente quando enviar email.,images/email.png,500,333,Baixa,Aberto,N1,1,0.725,4,0,-31.740783,-43.419982,0,0,0,0,Software
4072,2025-02-18T01:44:00,1962,TI,Curitiba,PR,Desktop,Linux,Chrome,Cabo,38,8,29,O sistema Navegador exibe apresenta erro ao salvar arquivo.,O sistema Navegador exibe apresenta erro ao salvar arquivo.,images/browser.png,500,333,Alta,Em andamento,N1,1,0.944,3,2,-30.944578,-47.824752,0,0,0,0,Software
12,2025-01-01T03:24:00,1936,TI,Belo Horizonte,PR,Mobile,Linux,Chrome,WiFi,11,4,9,Erro no sistema de RH: superaquece ao enviar email.,Erro no sistema de RH: superaquece ao enviar email.,images/email.png,500,333,Alta,Aberto,N2,0,0.239,7,3,-26.634633,-47.504253,0,0,0,0,RH
2760,2025-02-02T14:00:00,7892,RH,Santos,MG,Mobile,Windows,Safari,Cabo,35,24,33,O sistema de RH não está falha para fazer login.,O sistema de RH não está falha para fazer login.,images/login.png,500,333,Baixa,Aberto,Aplicações,0,0.781,6,3,-24.336032,-50.090309,0,0,0,0,RH
2365,2025-01-28T22:05:00,4624,Financeiro,Campinas,SP,Mobile,iOS,Chrome,5G,18,4,56,Erro no ERP durante fazer login.,Erro no ERP durante fazer login.,images/sap_erp.png,612,344,Média,Aberto,N2,0,-0.353,6,0,-32.104352,-50.513232,0,0,0,0,Financeiro
4301,2025-02-20T18:37:00,2131,RH,Belo Horizonte,RJ,Mobile,Linux,Firefox,4G,1,8,48,O Sistema de RH apresenta tela preta e não importar dados.,O Sistema de RH apresenta tela preta e não importar dados.,images/default_software.png,612,344,Baixa,Em andamento,N2,0,0.032,5,3,-27.163537,-48.580572,0,0,0,0,Software
4724,2025-02-25T18:28:00,5389,Operações,Santos,BA,Desktop,Android,Safari,4G,26,8,35,A conexão de rede está fica lento e ruído.,A conexão de rede está fica lento e ruído.,images/network.png,500,342,Baixa,Aberto,Infra,0,-0.086,6,2,-24.212434,-51.857378,0,0,0,0,Rede
4969,2025-02-28T15:53:00,2173,Financeiro,Santos,RJ,Mobile,iOS,Edge,5G,7,12,43,O usuário relatou que o SSD superaquece durante o acesso à r...,O usuário relatou que o SSD superaquece durante o acesso à rede.,images/hard_drive.png,500,334,Crítica,Em andamento,N1,0,-0.136,3,1,-28.788797,-46.366553,0,0,0,0,Hardware
4633,2025-02-24T16:41:00,4822,RH,São Paulo,RJ,Desktop,iOS,Chrome,Cabo,14,8,22,Erro de runtime no Sistema ERP durante a executar consulta.,Erro de runtime no Sistema ERP durante a executar consulta.,images/sap_erp.png,612,344,Média,Fechado,N1,1,0.213,7,0,-33.423243,-47.834018,0,0,0,0,Software
1192,2025-01-15T01:44:00,7286,Operações,Belo Horizonte,MG,Notebook,Windows,Safari,4G,13,12,3,Falha no portal do funcionário ao tentar gerar relatório.,Falha no portal do funcionário ao tentar gerar relatório.,images/hr_portal.png,323,619,Média,Fechado,Infra,1,0.758,3,3,-24.605545,-44.530275,0,0,0,0,RH
3785,2025-02-14T16:25:00,9717,TI,Santos,RS,Desktop,Android,Edge,5G,27,24,21,O Módulo de notas fiscais exibe perda de dados ao gerar rela...,O Módulo de notas fiscais exibe perda de dados ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,Aplicações,0,-0.476,6,3,-31.722694,-46.493023,0,0,0,0,Financeiro
1250,2025-01-15T18:10:00,9904,Operações,Curitiba,PR,Desktop,Android,Chrome,5G,26,24,9,Falha de autenticação ao tentar gerar relatório.,Falha de autenticação ao tentar gerar relatório.,images/login.png,500,333,Baixa,Aberto,Aplicações,0,-0.916,4,3,-27.686036,-46.59797,0,0,0,0,Acesso
4663,2025-02-25T01:11:00,1065,TI,Belo Horizonte,BA,Desktop,Linux,Edge,5G,34,4,7,O sistema Sistema de Notas Fiscais exibe falha ao executar c...,O sistema Sistema de Notas Fiscais exibe falha ao executar consulta.,images/finance_report.png,738,414,Baixa,Fechado,N1,1,-0.319,4,1,-25.301718,-52.54082,0,0,0,0,Software
1931,2025-01-23T19:07:00,3492,Financeiro,Campinas,SP,Notebook,iOS,Chrome,WiFi,21,48,45,O usuário não consegue abrir documento devido a superaquece.,O usuário não consegue abrir documento devido a superaquece.,images/default_access.png,191,165,Crítica,Fechado,N1,1,0.246,6,3,-28.518651,-46.326766,0,0,0,0,Acesso
3445,2025-02-10T16:05:00,8943,Financeiro,Curitiba,RS,Desktop,iOS,Safari,4G,36,4,37,"Rede instável, desliga ao acessar servidor de arquivos.","Rede instável, desliga ao acessar servidor de arquivos.",images/network.png,500,342,Média,Em andamento,N1,0,-0.642,3,1,-32.454007,-50.496076,0,0,0,0,Rede
902,2025-01-11T15:34:00,7250,RH,São Paulo,BA,Notebook,iOS,Safari,Cabo,37,24,9,Problema de conectividade: superaquece durante abrir documen...,Problema de conectividade: superaquece durante abrir documento.,images/default_network.png,500,333,Alta,Aberto,Aplicações,0,0.175,3,2,-24.113619,-46.871861,0,0,0,0,Rede
1652,2025-01-20T12:04:00,6467,Operações,Belo Horizonte,MG,Notebook,Windows,Edge,Cabo,27,8,3,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Média,Fechado,Infra,0,-0.955,4,1,-31.571025,-44.337075,0,0,0,0,Acesso
3386,2025-02-09T23:22:00,1601,Financeiro,Curitiba,RS,Desktop,Windows,Firefox,Cabo,19,48,16,O acesso à intranet falha com fica lento.,O acesso à intranet falha com fica lento.,images/default_network.png,500,333,Alta,Aberto,N2,1,0.279,6,1,-25.421924,-51.229372,0,0,0,0,Rede
4574,2025-02-23T23:58:00,8032,Operações,Campinas,RS,Desktop,iOS,Firefox,5G,36,4,44,Falha de autenticação ao tentar importar dados.,Falha de autenticação ao tentar importar dados.,images/login.png,500,333,Alta,Aberto,N1,1,-0.457,6,0,-32.26113,-50.213152,0,0,0,0,Acesso
409,2025-01-05T19:53:00,3153,TI,São Paulo,SP,Desktop,Linux,Edge,WiFi,15,4,44,O acesso ao portal do funcionário está bloqueado por emite b...,O acesso ao portal do funcionário está bloqueado por emite beep.,images/access_denied.png,612,408,Crítica,Em andamento,Aplicações,1,-0.436,6,0,-25.506191,-50.647302,0,0,0,0,Acesso
4153,2025-02-19T00:41:00,1146,TI,Belo Horizonte,RJ,Desktop,Windows,Edge,4G,29,8,56,O usuário relata tela preta ao tentar acessar sistema de rec...,O usuário relata tela preta ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Média,Fechado,Aplicações,1,-0.195,6,0,-30.081801,-52.20065,0,0,0,0,Acesso
3502,2025-02-11T08:14:00,1923,Financeiro,Campinas,SP,Notebook,Android,Firefox,WiFi,39,24,39,Problema de login: congela ao fazer login.,Problema de login: congela ao fazer login.,images/login.png,500,333,Alta,Aberto,Infra,0,-0.041,4,0,-24.229608,-46.919282,0,0,0,0,Acesso
988,2025-01-12T15:56:00,2537,Financeiro,Campinas,PR,Mobile,Android,Edge,Cabo,29,4,51,O sistema de recrutamento apresenta tela azul durante imprim...,O sistema de recrutamento apresenta tela azul durante imprimir.,images/recruitment.png,500,333,Crítica,Fechado,Aplicações,1,0.757,4,2,-24.032538,-44.694111,0,0,0,0,RH
3514,2025-02-11T11:38:00,5956,Financeiro,São Paulo,RS,Desktop,Windows,Firefox,WiFi,11,48,9,O sistema CRM exibe desliga ao abrir documento.,O sistema CRM exibe desliga ao abrir documento.,images/browser.png,500,333,Média,Fechado,Infra,0,0.535,5,3,-30.981102,-52.538449,0,0,0,0,Software
4087,2025-02-18T05:59:00,2047,TI,Santos,BA,Notebook,Linux,Safari,4G,9,48,33,O módulo financeiro falha ao imprimir.,O módulo financeiro falha ao imprimir.,images/finance_report.png,738,414,Crítica,Em andamento,Aplicações,1,-0.399,7,0,-25.738645,-49.604492,0,0,0,0,Financeiro
1447,2025-01-18T01:59:00,2583,TI,Curitiba,RS,Desktop,Linux,Chrome,Cabo,31,48,67,O usuário relatou que o notebook falha durante o abertura de...,O usuário relatou que o notebook falha durante o abertura de arquivo.,images/default_hardware.png,612,407,Média,Fechado,N1,0,0.608,5,3,-32.158418,-50.023751,0,0,0,0,Hardware
961,2025-01-12T08:17:00,8461,Operações,Campinas,SP,Mobile,Linux,Firefox,Cabo,30,4,14,Problema de login: não funciona ao gerar relatório.,Problema de login: não funciona ao gerar relatório.,images/login.png,500,333,Média,Em andamento,Aplicações,1,0.213,3,3,-32.637973,-51.472621,0,0,0,0,Acesso
2039,2025-01-25T01:43:00,1165,RH,São Paulo,SP,Mobile,Windows,Safari,Cabo,10,8,60,O cooler apresenta falha e tela preta.,O cooler apresenta falha e tela preta.,images/cooler.png,500,750,Média,Aberto,N1,1,-0.462,6,2,-24.521697,-46.20148,0,0,0,0,Hardware
2094,2025-01-25T17:18:00,2510,TI,Belo Horizonte,SP,Mobile,Android,Firefox,5G,31,48,34,Problema de login: não liga ao exportar dados.,Problema de login: não liga ao exportar dados.,images/login.png,500,333,Crítica,Aberto,N1,1,-0.115,7,0,-23.182493,-45.508436,0,0,0,0,Acesso
2693,2025-02-01T19:01:00,2832,RH,Belo Horizonte,RS,Notebook,iOS,Edge,Cabo,6,24,38,O Email apresenta perda de dados e não importar dados.,O Email apresenta perda de dados e não importar dados.,images/email.png,500,333,Baixa,Em andamento,Infra,0,0.606,4,3,-27.673787,-44.914556,0,0,0,0,Software
1591,2025-01-19T18:47:00,6253,Operações,São Paulo,PR,Notebook,Windows,Edge,5G,33,8,72,Falha de rede: ruído ao tentar gerar relatório.,Falha de rede: ruído ao tentar gerar relatório.,images/network.png,500,342,Alta,Em andamento,Infra,1,0.481,5,1,-31.983937,-48.831865,0,0,0,0,Rede
3141,2025-02-07T01:57:00,1085,Financeiro,Santos,RS,Notebook,iOS,Safari,5G,16,4,33,O teclado não responde e exibe tela piscando.,O teclado não responde e exibe tela piscando.,images/keyboard.png,500,375,Média,Em andamento,N2,1,0.66,5,0,-32.853323,-46.563173,0,0,0,0,Hardware
1062,2025-01-13T12:54:00,4826,TI,Belo Horizonte,PR,Mobile,Linux,Chrome,Cabo,36,4,43,O sistema de RH não está congela para exportar dados.,O sistema de RH não está congela para exportar dados.,images/default_hr.png,612,408,Crítica,Fechado,N2,0,-0.547,6,2,-32.813874,-44.640089,0,0,0,0,RH
4417,2025-02-22T03:29:00,7856,Financeiro,São Paulo,PR,Desktop,Windows,Edge,WiFi,3,48,68,O portal do funcionário não está reinicia sozinho para impri...,O portal do funcionário não está reinicia sozinho para imprimir.,images/hr_portal.png,323,619,Crítica,Em andamento,Aplicações,0,0.107,5,2,-29.978562,-50.611394,0,0,0,0,RH
